Detector_Number,x,y,z,Total_Energy_Deposited,Energy_Per_Particle,Energy_Squared_Sum,Quadric_Energy_Per_Particle,sigma,n_total,m_sigma,Ix,Iy,Iz
485,8.0,-8.0,-1.5,7201009.252000001,0.0018281313155623258,1010910656099.5,27284.660783985997,0.4970716870999999,3939000000.0,0.000765758203982232,21,1,0
486,8.0,-7.2,-1.5,12822804.7,0.003139381735830579,2920577496910.0,70367.99241179999,0.808318407,4084500000.0,0.0012552109483539554,21,2,0
487,8.0,-6.4,-1.5,17746952.88,0.004036609321050835,4567889907440.0,122727.23774160002,1.2158568544999997,4396500000.0,0.001458384325532865,21,3,0
488,8.0,-5.6,-1.5,20849100.483999994,0.004467345293336189,6026362955181.0,153303.85257674003,1.3248337230999996,4667000000.0,0.001578014875496761,21,4,0
489,8.0,-4.8,-1.5,22423907.981999997,0.004699551080792203,6102490164645.0,119208.81074380003,1.1823192236999995,4771500000.0,0.0015531731237819063,21,5,0
490,8.0,-4.0,-1.5,26811770.92,0.005219852218436679,7178219706410.0,177661.38046469993,1.5784649530000003,5136500000.0,0.0015648125892230988,21,6,0
491,8.0,-3.2,-1.5,31502799.599999998,0.006024631784279977,9056434925490.0,217836.98128219994,1.8287886979999994,5229000000.0,0.001726558284864801,21,7,0
492,8.0,-2.4,-1.5,35814115.9841,0.006789405873763033,10889783726176.322,277109.3398555948,2.0440530225699995,5275000000.0,0.0018767585938770817,21,8,0
493,8.0,-1.6,-1.5,47221271.74000001,0.008441414326063641,14369711162900.0,345197.80271300004,2.5083995389999996,5594000000.0,0.002032931784466149,21,9,0
494,8.0,-0.8,-1.5,43988269.22300001,0.007715209896167677,13070981231533.0,333084.13876983,2.405209697900001,5701500000.0,0.001902331572995498,21,10,0
495,8.0,-0.0,-1.5,53125962.789999984,0.009418661960819074,15354877531320.0,377977.4637883999,2.6710132070000006,5640500000.0,0.002084139681534289,21,11,0
496,8.0,0.8,-1.5,51987408.138000004,0.009354459404048584,16419802639969.0,411836.1211677699,2.8070134663,5557500000.0,0.002187387587229259,21,12,0
497,8.0,1.6,-1.5,46774215.37299998,0.008433865014965737,15999498773901.0,406713.5131704001,2.7863518420999998,5546000000.0,0.002163687683160064,21,13,0
498,8.0,2.4,-1.5,45542701.20000001,0.008090008206767921,13388191836080.0,327952.2365574001,2.473642486000001,5629500000.0,0.001949900221390856,21,14,0
499,8.0,3.2,-1.5,29773707.84000002,0.0055418720967892075,8824998774023.1,211441.26394997383,1.7736356510000009,5372500000.0,0.001658831040326908,21,15,0
500,8.0,4.0,-1.5,29403898.167999994,0.005763775001078113,9312981541685.9,233319.68402666002,1.7860538088999995,5101500000.0,0.0017946002787474174,21,16,0
501,8.0,4.8,-1.5,20403553.509999998,0.004320955847098687,4855768797220.0,116553.27787000003,1.226091635,4722000000.0,0.0013999878546742872,21,17,0
502,8.0,5.6,-1.5,20199930.738,0.0040865730807202105,5227728601394.0,139442.127697,1.303868698,4943000000.0,0.0013876730608484446,21,18,0
503,8.0,6.4,-1.5,16888747.273999996,0.0034530254087098747,4365110129592.0,119694.22404966003,1.1416310792000002,4891000000.0,0.001281507616193903,21,19,0
504,8.0,7.2,-1.5,12366594.983,0.0027185304425148384,2122374331051.0,43574.10727129999,0.6823091364000001,4549000000.0,0.0009607630820740436,21,20,0
505,8.0,8.0,-1.5,10637729.700000003,0.002769160406091371,2196291739490.0,64569.03533510001,0.7232044549999996,3841500000.0,0.00115735189840595,21,21,0
506,8.0,8.8,-1.5,8114514.820000001,0.0021399036972573845,1482856432780.0,38799.20056860001,0.5536936729999997,3792000000.0,0.0009633907592259592,21,22,0
507,8.8,-8.8,-1.5,10219448.928000001,0.003093521697593462,3168173728237.3,70967.71397038101,0.6735617357999999,3303500000.0,0.001616409653852519,22,0,0
508,8.8,-8.0,-1.5,10407834.962,0.0026949339621957532,3619180659511.4,81241.95006188005,0.6630323665000001,3862000000.0,0.0014777947345317472,22,1,0
509,8.8,-7.2,-1.5,10484689.680000003,0.0027414537011374047,2133824239980.0,49800.17229699999,0.6890417320000005,3824500000.0,0.0011458450915763957,22,2,0
510,8.8,-6.4,-1.5,16254740.675,0.003654393137365108,5870814824121.0,137834.02713431994,1.0505607866,4448000000.0,0.0016342017266935032,22,3,0
511,8.8,-5.6,-1.5,17396455.03,0.004034428346474954,4085688712750.0,95946.53354799999,1.0070218119999998,4312000000.0,0.0014062908019774629,22,4,0
512,8.8,-4.8,-1.5,20592163.97899999,0.004525750325054943,6150107461665.0,146235.67371008993,1.2334929649000004,4550000000.0,0.0016351259347291466,22,5,0
513,8.8,-4.0,-1.5,25501392.400000006,0.0052439630680649815,7844864955070.0,217932.73375100002,1.7058228750000004,4863000000.0,0.0017278646411942097,22,6,0
514,8.8,-3.2,-1.5,27835976.72500001,0.0052794645282124245,8159593243765.0,202568.32789769987,1.6077450574999999,5272500000.0,0.0016253201412372049,22,7,0
515,8.8,-2.4,-1.5,42196453.21999999,0.0075236610894178465,12684329871225.0,309470.4375235399,2.3163985938000007,5608500000.0,0.0019050583797706334,22,8,0
516,8.8,-1.6,-1.5,40261774.75999998,0.007613080223125647,12300661198350.0,295946.2081830001,2.225578414000002,5288500000.0,0.0019895413461916704,22,9,0
517,8.8,-0.8,-1.5,39148454.91,0.006883244819340659,10965332769840.0,271903.60805,2.2045675780000007,5687500000.0,0.0017466695440000166,22,10,0
518,8.8,-0.0,-1.5,44909655.08999999,0.008048325284946235,14004816969240.0,335736.2398920001,2.442612586999999,5580000000.0,0.0020119897729640366,22,11,0
519,8.8,0.8,-1.5,36627629.364999995,0.0066234411148282085,8900996027026.0,217132.85219749997,2.025071831700001,5530000000.0,0.0016185101268803305,22,12,0
520,8.8,1.6,-1.5,40249772.31900001,0.007424102613483355,14914123381708.0,398457.59592398,2.432183960999999,5421500000.0,0.002136980966607705,22,13,0
521,8.8,2.4,-1.5,36788936.336,0.006818448028171625,10431056568794.0,270655.95071903995,2.1462629388000005,5395500000.0,0.0017957823673572459,22,14,0
522,8.8,3.2,-1.5,29894314.620999996,0.005648429781955597,7926168480752.0,214305.20496445996,1.7727145051000004,5292500000.0,0.0015958498722866237,22,15,0
523,8.8,4.0,-1.5,19893023.522999994,0.0041730697551919434,4345251032064.0,109287.46826609998,1.1835869182999998,4767000000.0,0.0013118480508074414,22,16,0
524,8.8,4.8,-1.5,22506109.239000004,0.004637566296929735,6396349834031.0,168080.1116038799,1.4089375424,4853000000.0,0.0015634250425794335,22,17,0
525,8.8,5.6,-1.5,15675764.409999998,0.0035194801100134707,4280198381700.0,103162.38223999998,1.012642915,4454000000.0,0.0013934872148915498,22,18,0
526,8.8,6.4,-1.5,15830303.269999998,0.003990497421225107,4078639919310.0,102157.86078289998,0.9653447943000005,3967000000.0,0.0015272732093512672,22,19,0
527,8.8,7.2,-1.5,10588816.033000002,0.0026631831068913486,2486677911332.0,74095.94245491999,0.7285316454999998,3976000000.0,0.0011898292601501396,22,20,0
528,8.8,8.0,-1.5,9158581.970000004,0.002455383906166221,1793346765420.0,41779.635312999984,0.6123795780000001,3730000000.0,0.0010770715564397762,22,21,0
529,8.8,8.8,-1.5,7243851.81,0.0018633702405144693,1558910046170.0,40908.337756100016,0.5334382640000003,3887500000.0,0.0009635214307111337,22,22,0
530,-8.8,-8.8,-3.5,8291988.397000001,0.002206196194492484,1976760158617.5999,43780.73680172502,0.5181892778900001,3758500000.0,0.0011222346861375194,0,0,1
531,-8.8,-8.0,-3.5,10071405.409999996,0.0023462796528829345,1990957769330.0,54362.8596247,0.6381253839000002,4292500000.0,0.0009861477142189933,0,1,1
532,-8.8,-7.2,-3.5,14569062.207999995,0.003461407034449987,4150129617052.0,99756.32759149998,0.8930596670000003,4209000000.0,0.0014520218669813994,0,2,1
533,-8.8,-6.4,-3.5,16526795.612999994,0.0033347045223970934,3590411957706.8,88991.94778947701,1.0690275137999998,4956000000.0,0.001146996504824085,0,3,1
534,-8.8,-5.6,-3.5,20047629.873,0.004054941317354369,4577838987765.0,110699.14813940004,1.2250772701999995,4944000000.0,0.001298293986640922,0,4,1
535,-8.8,-4.8,-3.5,20659431.7768,0.003954715118070444,4544780814214.16,113253.565517595,1.2172515784800002,5224000000.0,0.0012242625198452138,0,5,1
536,-8.8,-4.0,-3.5,23715880.221000005,0.004513871378188048,5366357315957.0,131296.34282151004,1.3780601074000003,5254000000.0,0.0013227293043680398,0,6,1
537,-8.8,-3.2,-3.5,26226058.770000007,0.00475583620817844,6982891202690.0,155819.95063,1.5389932439999998,5514500000.0,0.00143758240129867,0,7,1
538,-8.8,-2.4,-3.5,33670684.99899999,0.0061219427270909075,10672555788028.0,241315.9947905901,1.8467536843000003,5500000000.0,0.0017819387736287087,0,8,1
539,-8.8,-1.6,-3.5,34471843.75,0.006374231462647929,8930438583900.0,221027.47144500006,1.8870371920000006,5408000000.0,0.0016577573437969123,0,9,1
540,-8.8,-0.8,-3.5,39501015.227,0.007207556833683058,11711056092051.3,295060.59377767006,2.2593204308000003,5480500000.0,0.0018732644783034233,0,10,1
541,-8.8,-0.0,-3.5,48063117.71000001,0.008344291269097224,13537269917080.0,348084.4550700001,2.629846196999999,5760000000.0,0.0019163035715310415,0,11,1
542,-8.8,0.8,-3.5,40429272.92000001,0.0073042950171635064,12060751329173.4,317924.5026253599,2.3967343161999994,5535000000.0,0.0018823085103310993,0,12,1
543,-8.8,1.6,-3.5,33969529.870000005,0.006036344712572191,8547611791390.0,200076.06988690008,1.9416489899999996,5627500000.0,0.0015585765605319788,0,13,1
544,-8.8,2.4,-3.5,27626477.66299999,0.00496566507827806,6691632053371.2,171324.04570589293,1.6092981404000004,5563500000.0,0.0013948875058852747,0,14,1
545,-8.8,3.2,-3.5,28536176.008000012,0.005265462867054159,7827097371899.3,171817.8907458601,1.5580355776999995,5419500000.0,0.0015486825262487481,0,15,1
546,-8.8,4.0,-3.5,30507079.77,0.005683137065946349,9459976150010.0,233572.6889159999,1.7968047219999999,5368000000.0,0.0017189124783020511,0,16,1
547,-8.8,4.8,-3.5,17182343.939999998,0.003344169704165044,3657757405580.0,95031.97343049997,1.0823656330000002,5138000000.0,0.001116695074366427,0,17,1
548,-8.8,5.6,-3.5,15207221.592999998,0.0033084350251278145,2914567407607.6,81924.45609799,0.9486336477999998,4596500000.0,0.0011142458841566089,0,18,1
549,-8.8,6.4,-3.5,13289471.506,0.002793372886179716,2383904211935.8,56128.90164516701,0.7751569380999996,4757500000.0,0.0009736141001882359,0,19,1
550,-8.8,7.2,-3.5,10993016.031999998,0.002414455530858774,1637426492371.0,34864.428742469994,0.6315671192,4553000000.0,0.0008431493455125305,0,20,1
551,-8.8,8.0,-3.5,13163672.915,0.0028607351765728567,3336822402959.8,85429.84579613995,0.8365021771999998,4601500000.0,0.0011909358595255741,0,21,1
552,-8.8,8.8,-3.5,7505066.340000001,0.0019201909530510428,1091581053430.0,23582.116879699995,0.44418334140000026,3908500000.0,0.0008019349291674183,0,22,1
553,-8.0,-8.8,-3.5,11436084.505,0.002654307648833701,2201865888785.0,55716.59473270002,0.6883852352,4308500000.0,0.0010332147231252725,1,0,1
554,-8.0,-8.0,-3.5,14536340.471000003,0.003388819319501108,3567213792501.0,94818.63949716998,0.9215727625000002,4289500000.0,0.001320928008245479,1,1,1
555,-8.0,-7.2,-3.5,12479258.541000005,0.0026545965839183164,1936235733617.9,48276.01735291101,0.7676710568000001,4701000000.0,0.0008879941715410943,1,2,1
556,-8.0,-6.4,-3.5,17132484.389999997,0.0033452083159230686,3620555555370.0,99145.52923870001,1.134274991,5121500000.0,0.0011145811198435332,1,3,1
557,-8.0,-5.6,-3.5,23081127.529999997,0.004608391240890485,6234905236098.4,166382.9263657531,1.4063619972,5008500000.0,0.0014956449241694324,1,4,1
558,-8.0,-4.8,-3.5,28966515.59910001,0.005367151306114509,9038542981911.39,225771.32313685608,1.7049257383599998,5397000000.0,0.0016711600564484762,1,5,1
559,-8.0,-4.0,-3.5,29994366.147,0.005319093127682213,6545101873913.0,146731.73839389,1.5925002948,5639000000.0,0.001361060280272088,1,6,1
560,-8.0,-3.2,-3.5,36929918.05100001,0.006484621255662864,12079040801427.0,299871.03324343014,2.2274126491999997,5695000000.0,0.0018308119822737637,1,7,1
561,-8.0,-2.4,-3.5,38151021.529999994,0.007047385523228963,11224236465660.0,251447.4937436,2.0077881960000004,5413500000.0,0.0018566135349561324,1,8,1
562,-8.0,-1.6,-3.5,43236482.220000006,0.007390220018801813,12315840010980.0,316756.21847569995,2.418260894700001,5850500000.0,0.0017995349453720417,1,9,1
563,-8.0,-0.8,-3.5,50054907.83,0.008745506740630732,15279371949600.0,438110.3394020001,3.2333564250000006,5723500000.0,0.002048860137511911,1,10,1
564,-8.0,-0.0,-3.5,48836422.54000001,0.008511053074241897,12494022553400.0,299695.762925,2.4747420049999986,5738000000.0,0.0018480420394467439,1,11,1
565,-8.0,0.8,-3.5,44715450.62,0.007767144453708528,13636728397892.0,353988.90185783996,2.5815887844,5757000000.0,0.0019243325018074887,1,12,1
566,-8.0,1.6,-3.5,40260557.212,0.007036098778748689,10694459686073.2,238175.0368004099,2.0173143392,5722000000.0,0.001714560520151265,1,13,1
567,-8.0,2.4,-3.5,41684873.13999999,0.0073214847000966,10793745996210.0,264749.713096,2.1704323224,5693500000.0,0.0017311233745949818,1,14,1
568,-8.0,3.2,-3.5,37254614.287,0.0067618866116707504,10333309178787.1,231238.54836634,1.9478309552999995,5509500000.0,0.0017503656179768167,1,15,1
569,-8.0,4.0,-3.5,26960499.97,0.004872673047171516,6166021379800.0,153156.84819900006,1.615623652,5533000000.0,0.0013463658673328232,1,16,1
570,-8.0,4.8,-3.5,25344235.190000005,0.00473016707540127,5331924710620.0,131678.15347710007,1.5034099825000002,5358000000.0,0.0012928869288332998,1,17,1
571,-8.0,5.6,-3.5,18832372.87600001,0.003914847287392165,3833191420060.0,84924.43507910002,1.0410234734000001,4810500000.0,0.001220987689554874,1,18,1
572,-8.0,6.4,-3.5,17979272.92,0.0037637163324262092,4249842223710.0,94497.68539869999,1.0031353369999998,4777000000.0,0.0012946501128345057,1,19,1
573,-8.0,7.2,-3.5,16535874.292,0.0033902356313685288,4317942004323.0,108483.33596449,1.0533434309999998,4877500000.0,0.0012780927646138186,1,20,1
574,-8.0,8.0,-3.5,13560183.313,0.0029111600070845854,3281514121365.0,55660.737259400004,0.7253503810999997,4658000000.0,0.0011666992176902309,1,21,1
575,-8.0,8.8,-3.5,6541944.308000001,0.0016845485536243082,744540219625.8,21264.371814000002,0.43177704100000003,3883500000.0,0.0006665642595363238,1,22,1
576,-7.2,-8.8,-3.5,9652854.899999999,0.0022882197226502306,1342358257231.0,31058.348706690012,0.5883954357000002,4218500000.0,0.000823943471584205,2,0,1
577,-7.2,-8.0,-3.5,12081104.219999997,0.0025343201636249205,2757270946016.2,66559.29143539997,0.7486358921000001,4767000000.0,0.0010449988744487707,2,1,1
578,-7.2,-7.2,-3.5,14781561.689999992,0.003193596562601273,3300470307220.0,91665.74403799999,0.9718688879999999,4628500000.0,0.0011775216437224258,2,2,1
579,-7.2,-6.4,-3.5,17049181.605,0.003548955371565362,4915323135191.8,121927.57869044002,1.0639031192,4804000000.0,0.001384504240362706,2,3,1
580,-7.2,-5.6,-3.5,20767969.600000005,0.003949409451364459,4911227060770.0,130515.64365599997,1.340466308,5258500000.0,0.0012643123479321693,2,4,1
581,-7.2,-4.8,-3.5,24810267.573000003,0.004575851636481004,5870191225656.8,154831.05832254005,1.487748504999999,5422000000.0,0.0013405649545212624,2,5,1
582,-7.2,-4.0,-3.5,29029250.850000005,0.005147486630020393,7070807755190.0,165798.87108999994,1.6216947110000004,5639500000.0,0.0014145397755626699,2,6,1
583,-7.2,-3.2,-3.5,38889070.45,0.0068678270110375285,9937749503240.0,253545.59061199994,2.136472303999998,5662500000.0,0.0016701560712093252,2,7,1
584,-7.2,-2.4,-3.5,40177391.46800001,0.007144552586111854,10998181307067.0,256066.99817509993,2.1309334618,5623500000.0,0.001769192081871368,2,8,1
585,-7.2,-1.6,-3.5,48302351.95500001,0.008268826834717113,14219516782015.0,362979.3010057001,2.5667599164999992,5841500000.0,0.0019365971422879436,2,9,1
586,-7.2,-0.8,-3.5,51080696.95,0.008846674220644267,13595620108400.0,324480.20928199985,2.4716923910000004,5774000000.0,0.0019157726920966908,2,10,1
587,-7.2,-0.0,-3.5,58695017.09,0.009982145763605442,17986212374400.0,454020.99928499985,3.0777882959999996,5880000000.0,0.002163783377299589,2,11,1
588,-7.2,0.8,-3.5,50116329.39,0.008730307358244056,13030008330340.0,334893.56933800015,2.8222978630000015,5740500000.0,0.0018864438060260153,2,12,1
589,-7.2,1.6,-3.5,43785329.639999986,0.007513570079794077,10457063310400.0,259407.83260899998,2.2861902300000008,5827500000.0,0.0016647301088177227,2,13,1
590,-7.2,2.4,-3.5,42013417.307,0.007389573002726232,10658566561661.7,255700.37697569194,2.1531553271000003,5685500000.0,0.001722669582478313,2,14,1
591,-7.2,3.2,-3.5,40415594.695,0.007034304185014359,10590841950149.0,253503.41313740006,2.0315964290000004,5745500000.0,0.0016992554183125888,2,15,1
592,-7.2,4.0,-3.5,30701002.18,0.005659170908755761,8579483216530.0,197677.73362409993,1.70081557,5425000000.0,0.0016197652306202649,2,16,1
593,-7.2,4.8,-3.5,26676708.226999994,0.005015833078311553,7259579566496.0,134336.73892723006,1.3680441044999998,5318500000.0,0.0015198048353936163,2,17,1
594,-7.2,5.6,-3.5,21397252.249999993,0.004068305399752827,4677144963735.0,115866.73071244998,1.2872668518000003,5259500000.0,0.0012335796790530786,2,18,1
595,-7.2,6.4,-3.5,17373628.1744,0.003534098489503662,3582933021384.21,96537.637929089,1.07328585045,4916000000.0,0.0011551243040617198,2,19,1
596,-7.2,7.2,-3.5,15674776.52,0.003260144866888519,3620582641160.0,89325.32207847005,0.9539238531999998,4808000000.0,0.001187260516318316,2,20,1
597,-7.2,8.0,-3.5,12477501.119999997,0.00297472907855525,3488589459060.0,67308.781393,0.7479012040000002,4194500000.0,0.0013358755025702673,2,21,1
598,-7.2,8.8,-3.5,9466681.333999999,0.0024370398594413694,2492441760214.0,69615.62522119001,0.5912596244999999,3884500000.0,0.001219266485966031,2,22,1
599,-6.4,-8.8,-3.5,10697900.190000001,0.0024343839321879627,1660722637790.0,37677.89789880001,0.6556561459999997,4394500000.0,0.0008797521469369167,3,0,1
600,-6.4,-8.0,-3.5,14815322.009999998,0.0031226308378122032,3940365900160.0,99263.17366990002,0.9806480530000007,4744500000.0,0.0012551599615896398,3,1,1
601,-6.4,-7.2,-3.5,17259950.51199999,0.0036086034940413948,4151216417161.0,107507.15301579998,1.036765296099999,4783000000.0,0.0012779343922873678,3,2,1
602,-6.4,-6.4,-3.5,17555335.509999998,0.0035915170846972174,3516357602520.0,88681.20404800001,1.0893724050000004,4888000000.0,0.001150897299724135,3,3,1
603,-6.4,-5.6,-3.5,28283260.718,0.005165420640672084,7617757583688.0,202974.97342040003,1.7671202806,5475500000.0,0.0015122062941223956,3,4,1
604,-6.4,-4.8,-3.5,33115040.619999994,0.006104154952995391,8740013692650.0,221373.87180189998,1.8834649989999996,5425000000.0,0.0016348486901942856,3,5,1
605,-6.4,-4.0,-3.5,34143532.03,0.005987992288670642,7812863016340.0,201309.62602100003,1.896691655999999,5702000000.0,0.0014706155066038008,3,6,1
606,-6.4,-3.2,-3.5,44499157.61000003,0.007852330617610735,10926267016700.0,271058.85732000007,2.3123914160000005,5667000000.0,0.0017498625634037915,3,7,1
607,-6.4,-2.4,-3.5,50726991.33399999,0.008802948604598697,13405225747710.0,330134.2574803,2.5707355569,5762500000.0,0.0019061074337852878,3,8,1
608,-6.4,-1.6,-3.5,57490887.98,0.00971129864527027,15615690104260.0,345711.5525151002,2.6869030440000006,5920000000.0,0.002002535072679172,3,9,1
609,-6.4,-0.8,-3.5,56314334.10000002,0.009562631023942947,14909051616300.0,358699.3078480001,2.7684838769999995,5889000000.0,0.001967001548037385,3,10,1
610,-6.4,-0.0,-3.5,72015581.48,0.011947835998340938,21804488432640.0,556537.4071130002,3.4616422279999983,6027500000.0,0.002324111598553234,3,11,1
611,-6.4,0.8,-3.5,55659951.46,0.009509644876131899,14594634045000.0,376905.370505,2.7449791329999997,5853000000.0,0.001958120109585001,3,12,1
612,-6.4,1.6,-3.5,58755664.78800001,0.00996703389109415,16859876256758.2,384724.75916523015,2.8808992748000013,5895000000.0,0.0020896070707095947,3,13,1
613,-6.4,2.4,-3.5,46232587.16,0.007834703806134553,11112598430510.0,234822.25404929995,2.1298380480000003,5901000000.0,0.0016947414181233383,3,14,1
614,-6.4,3.2,-3.5,42233111.02000001,0.007390517284101848,10034737521200.0,243376.85275199983,2.174858602,5714500000.0,0.0016630144371249213,3,15,1
615,-6.4,4.0,-3.5,36277058.539000005,0.006363279870022804,8942089966463.2,215166.7361172091,1.9420342883999995,5701000000.0,0.0015735832554979838,3,16,1
616,-6.4,4.8,-3.5,31861827.289999988,0.00567744606022808,7662268053380.0,168120.47776050004,1.6498435449999997,5612000000.0,0.0014797292470335101,3,17,1
617,-6.4,5.6,-3.5,23695536.74499999,0.004387249906498795,5107014428210.9,133045.25769853103,1.3648601532000002,5401000000.0,0.0012552511138705306,3,18,1
618,-6.4,6.4,-3.5,18852984.463000003,0.003508837607109623,3286178553924.3,70747.48927192799,1.0611992526999998,5373000000.0,0.0010121619065846493,3,19,1
619,-6.4,7.2,-3.5,14299666.327000003,0.0031187930920392594,3384366728641.7,91442.29871866007,0.8696277593000001,4585000000.0,0.001203706540414972,3,20,1
620,-6.4,8.0,-3.5,9764496.608000003,0.0019652805893126705,1249555508057.7,34714.277168799985,0.6708068238999995,4968500000.0,0.0006749533136673324,3,21,1
621,-6.4,8.8,-3.5,11144261.321000004,0.002275732350622831,1601842764042.0,41804.13557319999,0.7297981917999998,4897000000.0,0.0007753558878169756,3,22,1
622,-5.6,-8.8,-3.5,12309763.3543,0.002859078702659389,2523399999532.91,55778.94691797199,0.7231127827299998,4305500000.0,0.0011068549393437959,4,0,1
623,-5.6,-8.0,-3.5,12794886.000000002,0.0027403910901692015,2224700129850.0,48769.94968469997,0.734493684,4669000000.0,0.0009583697947145493,4,1,1
624,-5.6,-7.2,-3.5,12868234.459999999,0.002581132175308394,1412729044020.0,36352.8022106,0.7778889779999997,4985500000.0,0.0007152238134984825,4,2,1
625,-5.6,-6.4,-3.5,20960686.007,0.004010079588100249,3948332722874.3,94930.62687913998,1.1757889591999997,5227000000.0,0.0011404483510223293,4,3,1
626,-5.6,-5.6,-3.5,27516448.559999995,0.0048342320028109615,5816116554080.0,156566.64738890005,1.588565761,5692000000.0,0.0012710800690864269,4,4,1
627,-5.6,-4.8,-3.5,35202555.952999994,0.006388848630308529,9358391865628.0,239959.43078510003,1.9434172861000008,5510000000.0,0.0016655982808667976,4,5,1
628,-5.6,-4.0,-3.5,38670416.13000001,0.006703721267227184,10237168123800.0,259933.40716159987,2.064838458000001,5768500000.0,0.0016639806439644389,4,6,1
629,-5.6,-3.2,-3.5,49782347.424,0.008583903340632814,11782100289119.0,287903.6129105999,2.5045037284000005,5799500000.0,0.0017755873882755006,4,7,1
630,-5.6,-2.4,-3.5,54183425.5,0.009270047134302822,13618225189400.0,346825.14172,2.620542774999999,5845000000.0,0.0018940741933720232,4,8,1
631,-5.6,-1.6,-3.5,66426341.25,0.010974118825375847,19828342549180.0,487826.930504,3.291202866999998,6053000000.0,0.00220695653162735,4,9,1
632,-5.6,-0.8,-3.5,68383815.28,0.011418235979295374,18157014916500.0,421441.82274000003,3.1227211799999997,5989000000.0,0.0021344655880316653,4,10,1
633,-5.6,-0.0,-3.5,81910529.131,0.01372955567063359,22477772677716.0,566894.1978709,3.7248456489999993,5966000000.0,0.002384046007659573,4,11,1
634,-5.6,0.8,-3.5,63237701.599,0.010549287113020268,16679568484592.0,407502.9172139998,3.007781728999999,5994500000.0,0.0020439049099092313,4,12,1
635,-5.6,1.6,-3.5,62184730.660000004,0.01033655762300532,16516734466950.0,390710.3817570002,2.9136448369999983,6016000000.0,0.002026634876182551,4,13,1
636,-5.6,2.4,-3.5,63185956.89000001,0.010656203202630915,17397156186080.0,424618.24322199996,3.029851926,5929500000.0,0.0021102907929046533,4,14,1
637,-5.6,3.2,-3.5,48638335.570000015,0.008156688842864333,14451588287200.0,357114.06263000006,2.5504839239999995,5963000000.0,0.0019125563055482101,4,15,1
638,-5.6,4.0,-3.5,44363388.33000001,0.007644905795278306,13087838241470.0,352027.552913,2.449120438,5803000000.0,0.00187026280933747,4,16,1
639,-5.6,4.8,-3.5,35087972.67000001,0.006178547749603805,9468605323300.0,221510.59838900008,1.8941884060000007,5679000000.0,0.0016255202655042406,4,17,1
640,-5.6,5.6,-3.5,30676067.551999997,0.005672874258344891,9415868049685.8,276217.90428261,1.932110274999999,5407500000.0,0.0017023737128307593,4,18,1
641,-5.6,6.4,-3.5,23578155.849999998,0.004600166978831333,5244482515319.2,132004.13546661293,1.3844736896999994,5125500000.0,0.0013404059077697303,4,19,1
642,-5.6,7.2,-3.5,17822025.063,0.003493829653597334,3841154472394.0,98373.02082420993,1.1204762367799999,5101000000.0,0.001152648299833925,4,20,1
643,-5.6,8.0,-3.5,15139224.902999999,0.002932821561991476,3000034099934.0,83401.90503050001,1.0284984982,5162000000.0,0.001006621835641216,4,21,1
644,-5.6,8.8,-3.5,11963799.95,0.0025926535811030445,1846768978670.0,40597.055565,0.7483983360000003,4614500000.0,0.0008834925387443348,4,22,1
645,-4.8,-8.8,-3.5,9743247.830000004,0.0020070548624987134,1357823801460.0,30690.308748800013,0.5996367469999999,4854500000.0,0.000720109358082394,5,0,1
646,-4.8,-8.0,-3.5,14516681.197999997,0.002987893629309457,2454629374549.0,57470.57343261,0.8350260094999999,4858500000.0,0.0009674131966401873,5,1,1
647,-4.8,-7.2,-3.5,16404027.393,0.003436118012777545,3829747446714.1,91393.12866239,0.9544189079000001,4774000000.0,0.0012297700288621523,5,2,1
648,-4.8,-6.4,-3.5,23276956.16599999,0.004109994908801976,4913608831976.0,122459.57224930008,1.3664240712999993,5663500000.0,0.001174185290542962,5,3,1
649,-4.8,-5.6,-3.5,26742620.63999999,0.00459534678924306,5718174501400.0,155049.65543840005,1.6259715047000005,5819500000.0,0.0012327195392123828,5,4,1
650,-4.8,-4.8,-3.5,38950864.91199999,0.006976690831452623,10279228308251.0,235733.75848509997,1.982554815999999,5583000000.0,0.0017227960890469378,5,5,1
651,-4.8,-4.0,-3.5,50953552.169999994,0.008552841321023918,13790398993970.0,342986.33418650005,2.6263032869999994,5957500000.0,0.001870017249875584,5,6,1
652,-4.8,-3.2,-3.5,54699319.586,0.00927657416874417,14445707513140.0,337173.5372081298,2.6651685453000007,5896500000.0,0.0019337323060922991,5,7,1
653,-4.8,-2.4,-3.5,71102947.03999999,0.011797402860461256,18256265069410.0,442030.55044819985,3.2860752579999994,6027000000.0,0.002126796905170916,5,8,1
654,-4.8,-1.6,-3.5,83610363.98,0.013953665550734313,26781153312700.0,681890.9103430001,3.9614685959999987,5992000000.0,0.0025909801060077643,5,9,1
655,-4.8,-0.8,-3.5,81148754.0,0.013473145276440312,23046109179000.0,552108.0719000002,3.5752280100000005,6023000000.0,0.002391152025615312,5,10,1
656,-4.8,-0.0,-3.5,85611059.99000001,0.01407845091103437,25457127383790.0,671856.3115860003,4.010511752,6081000000.0,0.0024891492562470947,5,11,1
657,-4.8,0.8,-3.5,80399711.05,0.01334656557934927,21047381412070.0,529314.5240630001,3.493689548000001,6024000000.0,0.0022847322714727837,5,12,1
658,-4.8,1.6,-3.5,72878747.42000002,0.012281555008426022,20227788868100.0,491788.6610989999,3.274699824,5934000000.0,0.0022737772092267148,5,13,1
